,Book_title,Author,ISBN-10,ISBN-13,Category,Description,Cover_link
117,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition","Joseph Grenny, Ron McMillan, Al Switzler Kerry Patterson",71771328,978-0071771320,Business,"he New York Times and Washington Post bestseller that changed the way millions communicate

“[Crucial Conversations] draws our attention to those defining moments that literally shape our lives, our relationships, and our world. . . . This book deserves to take its place as one of the key thought leadership contributions of our time.”
—from the Foreword by Stephen R. Covey, author of The 7 Habits of Highly Effective People

“The quality of your life comes out of the quality of your dialogues and conversations. Here’s how to instantly uplift your crucial conversations.”
—Mark Victor Hansen, cocreator of the #1 New York Times bestselling series Chicken Soup for the Soul®


The first edition of Crucial Conversations exploded onto the scene and revolutionized the way millions of people communicate when stakes are high. This new edition gives you the tools to:

*Prepare for high-stakes situations
*Transform anger and hurt feelings into powerful dialogue
*Make it safe to talk about almost anything
*Be persuasive, not abrasive","https://images-na.ssl-images-amazon.com/images/I/51u9EmeMSbL._SX332_BO1,204,203,200_.jpg"
118,Traction: Get a Grip on Your Business,Gino Wickman,1936661837,978-1936661831,Business,"Do you have a grip on your business, or does your business have a grip on you? All entrepreneurs and business leaders face similar frustrationspersonnel conflict, profit woes, and inadequate growth. Decisions never seem to get made, or, once made, fail to be properly implemented. But there is a solution. It s not complicated or theoretical.The Entrepreneurial Operating System(r) is a practical method for achieving the business success you have always envisioned. More than 2,000 companies have discovered what EOS can do. In ""Traction,"" you ll learn the secrets of strengthening the six key components of your business. You ll discover simple yet powerful ways to run your company that will give you and your leadership team more focus, more growth, and more enjoyment. Successful companies are applying ""Traction"" every day to run profitable, frustration-free businessesand you can too. For an illustrative, real-world lesson on how to apply ""Traction"" to your business, check out its companion book, ""Get A Grip.""""","https://images-na.ssl-images-amazon.com/images/I/41rSfD3PQTS._SX331_BO1,204,203,200_.jpg"
119,"The Book on Rental Property Investing: How to Create Wealth With Intelligent Buy and Hold Real Estate Investing (BiggerPockets Rental Kit, 2)",Brandon Turner ,099071179X,978-0990711797,Business,"In The Book on Rental Property Investing, real estate investor and co-host of the BiggerPockets Podcast Brandon Turner has one goal in mind: to give you every strategy, tool, tip, and technique needed to become a millionaire rental property investor--while helping you avoid the junk that pulls down so many wannabes!Written for both new and experienced investors, this book will impart years of experience through the informative and entertaining lessons contained within. You'll find practical, up-to-date, exciting strategies that investors across the world are using to build wealth and significant cash flow through rental properties. Inside, you'll discover: * Why many real estate investors fail, and how you can ensure you don't!* 4 unique, easy-to-follow strategies you can begin implementing today.* Creative tips for finding incredible deals--even in competitive markets.* How to achieve success without touching a toilet, paintbrush, or broom.* Actionable ideas for financing rentals, no matter how much cash you have.* Advice on keeping your wealth by deferring (and eliminating) taxes. * And so much more!","https://images-na.ssl-images-amazon.com/images/I/51XQNoIYSvL._SX333_BO1,204,203,200_.jpg"
120,(ISC)2 CISSP Certified Information Systems Security Professional Official Study Guide & Practice Tests Bundle 3rd Edition,"Mike Chapple, James Michael Stewart, Darril Gibson, David Seidl",1119790026,978-1119790020,Networking & Cloud Computing,"This value-packed packed set for the serious CISSP certification candidate combines the bestselling (ISC)² CISSP Certified Information Systems Security Professional Official Study Guide, 9th Edition with an updated and refined collection of Practice Exams to give you the best preparation ever for the high-stakes CISSP Exam. (ISC)² CISSP Study Guide, 9th Edition has been completely updated for the latest 2021 CISSP Body of Knowledge. This bestselling Sybex study guide covers 100% of all exam objectives. You'll prepare for the exam smarter and faster with Sybex thanks to expert content, real-world examples, advice on passing each section of the exam, access to the Sybex online interactive learning environment, and much more. Reinforce what you've learned with key topic exam essentials and chapter review questions. Along with the book, you also get access to Sybex's superior online interactive learning environment that includes four practice exams each with 125 unique questions to help you identify where you need to study more, more than 1000 Electronic Flashcards to reinforce your learning and give you last-minute test prep before the exam, a searchable glossary in PDF to give you instant access to the key terms you need to know for the exam. Add to that the updated (ISC)² CISSP Certified Information Systems Security Professional Official Practice Tests, 3rd edition with 4 more complete 125-question exams and another 100 questions for each of the 8 domains and you'll be as ready as you can be for the CISSP exam. All of the practice questions from both books have been vetted again for 2021 by multiple CISSPs and instructors, retaining only the best questions from previous editions insuring that the questions you practice with give you the best possible preparation. Coverage of all of the exam topics in each book means you'll be ready for: Security and Risk Management Asset Security Security Architecture and Engineering Communication and Network Security Identity and Access Management (IAM) Security Assessment and Testing Security Operations Software Development Security","https://images-na.ssl-images-amazon.com/images/I/41EtLPFHZ7L._SX258_BO1,204,203,200_.jpg"
121,"CompTIA Security+: SY0-601 Certification Guide: Complete coverage of the new CompTIA Security+ (SY0-601) exam to help you pass on the first attempt, 2nd Edition 2nd ed. Edition",Ian Neil,1800564244,978-1800564244,Networking & Cloud Computing,"Become well-versed with IT security essentials and exam objectives for CompTIA Security+ SY0-601 certification

Key Features

Written by Ian Neil, one of the world's top CompTIA Security+ trainers
Test your knowledge of security jargon and acronyms with self-assessment and realistic exam questions
Learn about cryptography, encryption, and security policies to deliver a robust infrastructure
Book Description

The CompTIA Security+ certification confirms that you have the fundamental knowledge required to perform core security functions and pursue a career in IT security. Authored by Ian Neil, a world-class CompTIA Security+ 601 trainer, this book is a best-in-class study guide that fully covers the CompTIA Security+ 601 exam objectives.

Complete with self-assessment scenarios and realistic exam questions, this guide will help you master the core concepts to pass the exam the first time you take it. With the help of relevant examples, you'll learn about fundamental security concepts, from certificates and encryption to identity and access management (IAM). You'll then delve into the important domains of the exam, namely, cloud security, threats, attacks and vulnerabilities, technologies and tools, architecture and design, risk management, and cryptography and public key infrastructure (PKI). This book comes with over 600 practice questions with detailed explanations and includes two mock exams to help you test yourself.

By the end of this book, you will understand the application of core Security+ concepts in the real world and be ready to take the exam with confidence.

What You Will Learn

*Get to grips with security fundamentals, from the CIA triad through to IAM
*Explore cloud security and techniques used in penetration testing
*Discover different authentication methods and troubleshoot security issues
*Secure the devices and applications that are used by your company
*Identify and protect against various types of malware and virus
*Protect your environment against social engineering and advanced attacks
*Understand and implement PKI concepts
*Delve into secure application development, deployment, and automation concepts","https://images-na.ssl-images-amazon.com/images/I/41HbReefm+L._SX404_BO1,204,203,200_.jpg"
122,"System Design Interview – An insider's guide, Second Edition",Alex Xu,-,979-8664653403,Networking & Cloud Computing,"The system design interview is considered to be the most complex and most difficult technical job interview by many. Those questions are intimidating, but don't worry. It's just that nobody has taken the time to prepare you systematically. We take the time. We go slow. We draw lots of diagrams and use lots of examples. You'll learn step-by-step, one question at a time. Don't miss out. What's inside? - An insider's take on what interviewers really look for and why. - A 4-step framework for solving any system design interview question. - 16 real system design interview questions with detailed solutions. - 188 diagrams to visually explain how different systems work. Table Of Contents Chapter 1: Scale From Zero To Millions Of Users Chapter 2: Back-of-the-envelope Estimation Chapter 3: A Framework For System Design Interviews Chapter 4: Design A Rate Limiter Chapter 5: Design Consistent Hashing Chapter 6: Design A Key-value Store Chapter 7: Design A Unique Id Generator In Distributed Systems Chapter 8: Design A Url Shortener Chapter 9: Design A Web Crawler Chapter 10: Design A Notification System Chapter 11: Design A News Feed System Chapter 12: Design A Chat System Chapter 13: Design A Search Autocomplete System Chapter 14: Design Youtube Chapter 15: Design Google Drive Chapter 16: The Learning Continues","https://images-na.ssl-images-amazon.com/images/I/41WOfByjSPL._SX331_BO1,204,203,200_.jpg"
123,"The Tech Contracts Handbook: Software Licenses, Cloud Computing Agreements, and Other IT Contracts for Lawyers and Businesspeople Third Edition",David W. Tollen,1641058536,978-1641058537,Networking & Cloud Computing,"Now updated and expanded, this simple reference manual and training guide covers cloud computing agreements, software licenses, and other IT contracts. Written in a clear, plain-English style, this bestselling handbook is a complete resource for lawyers, contract managers, procurement officers, and other businesspeople—anyone responsible for getting IT deals done. It's by David W. Tollen, one of the industry's leading authorities on technology contracts.

The Handbook provides guidance on the business issues behind the terms, as well as negotiation tips and sample contract language. And it covers all the key topics in technology contracts.

This third edition gives readers new and expanded best practices for data: for terms on privacy, data security, and control of data—some of the key concerns in IT contracts today. The third edition also takes a closer look at several other terms. But it retains the simplicity and brevity that made The Tech Contracts Handbook a bestseller. Topics include:
·Software-as-a-service (SaaS) and other cloud subscriptions
·Indemnities
·Limits of liability
·Service level agreements (SLAs) and warranties
·Open source software
·On-premise software distribution contracts
·Technology escrow and SaaS step-in terms
·SaaS transition and deconversion
·Intellectual property licenses
·Internet and e-commerce
·And much more

You won't find a more accessible, useful resource on IT contracts.","https://images-na.ssl-images-amazon.com/images/I/41Li52fd2yS._SX331_BO1,204,203,200_.jpg"
124,"Mike Meyers' CompTIA Security+ Certification Guide, Third Edition (Exam SY0-601) 3rd Edition","Mike Meyers' CompTIA Security+ Certification Guide, Third Edition (Exam SY0-601) 3rd Edition",1260473694,978-1260473698,Networking & Cloud Computing,"Publisher's Note: Products purchased from Third Party sellers are not guaranteed by the publisher for quality, authenticity, or access to any online entitlements included with the product. An up-to-date CompTIA Security+ exam guide from training and exam preparation guru Mike Meyers Take the latest version of the CompTIA Security+ exam (exam SY0-601) with confidence using the comprehensive information contained in this highly effective self-study resource. Like the test, the guide goes beyond knowledge application and is designed to ensure that security personnel anticipate security risks and guard against them. In Mike Meyers' CompTIA Security+ Certification Guide, Third Edition (Exam SY0-601) , the bestselling author and leading authority on CompTIA A+ certification brings his proven methodology to IT security. Mike covers all exam objectives in small, digestible modules that allow you to focus on individual skills as you move through a broad and complex set of skills and concepts. The book features hundreds of accurate practice questions as well as a toolbox of the author's favorite network security related freeware/shareware. Provides complete coverage of every objective for exam SY0-601 Online content includes 20+ lab simulations, video training, a PDF glossary, and 180 practice questions Written by computer security and certification experts Mike Meyers and Scott Jernigan","https://images-na.ssl-images-amazon.com/images/I/510WkjqWUFL._SX402_BO1,204,203,200_.jpg"
125,Exam Ref AZ-900 Microsoft Azure Fundamentals 2nd Edition,Jim Cheshire,136877184,978-0136877189,Networking & Cloud Computing,"Prepare for Microsoft Exam AZ-900—Demonstrate your real-world knowledge of cloud services and how they can be provided with Microsoft Azure, including high-level concepts that apply throughout Azure, and key concepts specific to individual services. Designed for professionals in non-technical or technical roles, the Exam Ref series focuses on the critical thinking and decision-making acumen needed for success at the Microsoft Certified Fundamentals level.


Focus on the expertise measured by these objectives:

• Describe cloud concepts

• Describe core Azure services

• Describe core solutions and management tools on Azure

• Describe general security and network security features

• Describe identity, governance, privacy, and compliance features

• Describe Azure cost management and Service Level Agreements


This Microsoft Exam Ref:
• Organizes its coverage by exam objectives
• Features strategic, what-if scenarios to challenge you
• Assumes you want to show foundational knowledge of cloud services and their delivery with Microsoft Azure; no technical background or IT experience is required

About the Exam

Exam AZ-900 focuses on knowledge needed to describe cloud service benefits and usage considerations; explain IaaS, PaaS, and SaaS; compare public, private, and hybrid cloud models; describe core Azure architectural components, products, solutions, and management tools; describe how network connectivity is secured in Azure; describe core identity services; describe Azure security tools, features, governance methodologies, and monitoring and reporting options; describe privacy, compliance, and data protection standards; describe Azure subscriptions, cost planning, and cost management; and describe SLAs and the service lifecycle","https://images-na.ssl-images-amazon.com/images/I/41b5YOsYGFL._SX405_BO1,204,203,200_.jpg"
126,"Hacking: The Art of Exploitation, 2nd Edition 2nd Edition",Jon Erickson,1593271441,978-1593271442,Networking & Cloud Computing,"Hacking is the art of creative problem solving, whether that means finding an unconventional solution to a difficult problem or exploiting holes in sloppy programming. Many people call themselves hackers, but few have the strong technical foundation needed to really push the envelope.

Rather than merely showing how to run existing exploits, author Jon Erickson explains how arcane hacking techniques actually work. To share the art and science of hacking in a way that is accessible to everyone, Hacking: The Art of Exploitation, 2nd Edition introduces the fundamentals of C programming from a hacker's perspective.

The included LiveCD provides a complete Linux programming and debugging environment—all without modifying your current operating system. Use it to follow along with the book's examples as you fill gaps in your knowledge and explore hacking techniques on your own. Get your hands dirty debugging code, overflowing buffers, hijacking network communications, bypassing protections, exploiting cryptographic weaknesses, and perhaps even inventing new exploits. This book will teach you how to:
– Program computers using C, assembly language, and shell scripts
– Corrupt system memory to run arbitrary code using buffer overflows and format strings
– Inspect processor registers and system memory with a debugger to gain a real understanding of what is happening
– Outsmart common security measures like nonexecutable stacks and intrusion detection systems
– Gain access to a remote server using port-binding or connect-back shellcode, and alter a server's logging behavior to hide your presence
– Redirect network traffic, conceal open ports, and hijack TCP connections
– Crack encrypted wireless traffic using the FMS attack, and speed up brute-force attacks using a password probability matrix

Hackers are always pushing the boundaries, investigating the unknown, and evolving their art. Even if you don't already know how to program, Hacking: The Art of Exploitation, 2nd Edition will give you a complete picture of programming, machine architecture, network communications, and existing hacking techniques. Combine this knowledge with the included Linux environment, and all you need is your own creativity.","https://images-na.ssl-images-amazon.com/images/I/61VBaAS4IbL._SX383_BO1,204,203,200_.jpg"
127,AWS Certified Cloud Practitioner Study Guide: CLF-C01 Exam 1st Edition,"Ben Piper, David Clinton",1119490707,978-1119490708,Networking & Cloud Computing,"Set yourself apart by becoming an AWS Certified Cloud Practitioner Take the next step in your career by expanding and validating your skills on the Amazon Web Services (AWS) Cloud. The AWS Certified Cloud Practitioner Study Guide Exam CLF-C01 provides a solid introduction to this industry-leading technology, relied upon by thousands of businesses across the globe, as well as the resources you need to prove your knowledge in the AWS Certification Exam. This guide offers complete and thorough treatment of all topics included in the exam, beginning with a discussion of what the AWS cloud is and its basic global infrastructure and architectural principles. Other chapters dive into the technical, exploring core characteristics of deploying and operating in the AWS Cloud Platform, as well as basic security and compliance aspects and the shared security model. In addition, the text identifies sources of documentation or technical assistance, such as white papers or support tickets. To complete their coverage, the authors discuss the AWS Cloud value proposition and define billing, account management, and pricing models. This includes describing the key services AWS can provide and their common use cases (e.g., compute, analytics, etc.). Distinguish yourself as an expert by obtaining a highly desirable certification in a widely used platform Hone your skills and gain new insights on AWS whether you work in a technical, managerial, sales, purchasing, or financial field Fully prepare for this new exam using expert content and real-world knowledge, key exam essentials, chapter review questions, and other textual resources Benefit from access to the Sybex online interactive learning environment and test bank, including chapter tests, practice exams, key term glossary, and electronic flashcards The AWS Certified Cloud Practitioner Study Guide is essential reading for any professional in IT or other fields that work directly with AWS, soon-to-be graduates studying in those areas, or anyone hoping to prove themselves as an AWS Certified Cloud Practitioner.","https://images-na.ssl-images-amazon.com/images/I/51a8KmbVJTL._SX397_BO1,204,203,200_.jpg"
128,Adversarial Tradecraft in Cybersecurity: Offense versus defense in real-time computer conflict,Dan Borges,1801076200,978-1801076203,Networking & Cloud Computing,"Master cutting-edge techniques and countermeasures to protect your organization from live hackers. Learn how to harness cyber deception in your operations to gain an edge over the competition.

Key Features:

Gain an advantage against live hackers in a competition or real computing environment
Understand advanced red team and blue team techniques with code examples
Learn to battle in short-term memory, whether remaining unseen (red teams) or monitoring an attacker's traffic (blue teams)
Book Description:

Little has been written about what to do when live hackers are on your system and running amok. Even experienced hackers tend to choke up when they realize the network defender has caught them and is zoning in on their implants in real time. This book will provide tips and tricks all along the kill chain of an attack, showing where hackers can have the upper hand in a live conflict and how defenders can outsmart them in this adversarial game of computer cat and mouse.

This book contains two subsections in each chapter, specifically focusing on the red and blue teams. It begins by introducing you to adversarial operations and principles of computer conflict where you will explore the core principles of deception, humanity, economy, and more about human-on-human conflicts. Additionally, you will understand everything from planning to setting up infrastructure and tooling that both sides should have in place.

Once you cover the basics, you will learn how to gain an advantage over opponents by disappearing from what they can detect. You will further understand how to blend in, uncover other actors' motivations and means, and learn to tamper with them to hinder their ability to detect your presence. Finally, you will grasp how to perform advanced research and conclude an operation.

By the end of this book, you will have achieved a solid understanding of cyberattacks from both an attacker's and a defender's perspective.

What You Will Learn:

Understand how to implement process injection and how to detect it
Turn the tables on the offense with active defense
Disappear on the defender's system, by tampering with defensive sensors
Upskill in using deception with your backdoors and countermeasures including honeypots
Kick someone else from a computer you are on and gain the upper hand","https://images-na.ssl-images-amazon.com/images/I/519o7UI4zGS._SX404_BO1,204,203,200_.jpg"
129,The Creature from Jekyll Island: A Second Look at the Federal Reserve,G. Edward Griffin,091298645X,978-0912986456,Economics,"This is the classic expos� of the Fed that has become one of the best-selling books in its category of all time. Where does money come from? Where does it go? Who makes it? The money magician's secrets are unveiled. Here is a close look at their mirrors and smoke machines, the pulleys, cogs, and wheels that create the grand illusion called money. A boring subject? Just wait. You'll be hooked in five minutes. It reads like a detective story - which it really is, but it's all true. This book is about the most blatant scam of history. It's all here: the cause of wars, boom-bust cycles, inflation, depression, prosperity. Your world view will definitely change. Putting it quite simply, this may be the most important book on world affairs you will ever read. The 5th Edition includes a no-holds barred analysis of bank bailouts that are shown to be nothing less than legalized plunder of the people. Many other updates have been added, including a revision to the list of those who attended the historic meeting at Jekyll Island where the Federal Reserve was created.","https://images-na.ssl-images-amazon.com/images/I/51KVsmjNtdL._SX324_BO1,204,203,200_.jpg"
130,"All We Can Save: Truth, Courage, and Solutions for the Climate Crisis","Ayana Elizabeth Johnson (Editor), Katharine K. Wilkinson (Editor)",593237080,978-0593237083,Economics,"NATIONAL BESTSELLER • Provocative and illuminating essays from women at the forefront of the climate movement who are harnessing truth, courage, and solutions to lead humanity forward.

“A powerful read that fills one with, dare I say . . . hope?”—The New York Times 
  
NAMED ONE OF THE BEST BOOKS OF THE YEAR BY SMITHSONIAN MAGAZINE

There is a renaissance blooming in the climate movement: leadership that is more characteristically feminine and more faithfully feminist, rooted in compassion, connection, creativity, and collaboration. While it’s clear that women and girls are vital voices and agents of change for this planet, they are too often missing from the proverbial table. More than a problem of bias, it’s a dynamic that sets us up for failure. To change everything, we need everyone. 
  
All We Can Save illuminates the expertise and insights of dozens of diverse women leading on climate in the United States—scientists, journalists, farmers, lawyers, teachers, activists, innovators, wonks, and designers, across generations, geographies, and race—and aims to advance a more representative, nuanced, and solution-oriented public conversation on the climate crisis. These women offer a spectrum of ideas and insights for how we can rapidly, radically reshape society. 
  
Intermixing essays with poetry and art, this book is both a balm and a guide for knowing and holding what has been done to the world, while bolstering our resolve never to give up on one another or our collective future. We must summon truth, courage, and solutions to turn away from the brink and toward life-giving possibility. Curated by two climate leaders, the book is a collection and celebration of visionaries who are leading us on a path toward all we can save. ","https://images-na.ssl-images-amazon.com/images/I/51ydQpAUjoL._SX322_BO1,204,203,200_.jpg"
131,"How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition",William O'Neil,71614133,978-0071614139,Economics,"THE NATIONAL BESTSELLER!
Anyone can learn to invest wisely with this bestselling investment system!

Through every type of market, William J. O’Neil’s national bestseller, How to Make
Money in Stocks, has shown over 2 million investors the secrets to building wealth.
O’Neil’s powerful CAN SLIM® Investing System—a proven 7-step process for minimizing risk and maximizing gains—has influenced generations of investors.

Based on a major study of market winners from 1880 to 2009, this expanded edition gives you:

Proven techniques for finding winning stocks before they make big price gains
Tips on picking the best stocks, mutual funds, and ETFs to maximize your gains
100 new charts to help you spot today’s most profitable trends

PLUS strategies to help you avoid the 21 most common investor mistakes!","https://images-na.ssl-images-amazon.com/images/I/51Jxf0fXuSL._SX330_BO1,204,203,200_.jpg"
132,A Beginner's Guide to the Stock Market: Everything You Need to Start Making Money Today,Matthew R. Kratter,1099617200,978-1099617201,Economics,"Learn to make money in the stock market, even if you've never traded before.The stock market is the greatest opportunity machine ever created.Are you ready to get your piece of it?This book will teach you everything that you need to know to start making money in the stock market today.Don't gamble with your hard-earned money.If you are going to make a lot of money, you need to know how the stock market really works.You need to avoid the pitfalls and costly mistakes that beginners make.And you need time-tested trading and investing strategies that actually work.This book gives you everything that you will need.It's a simple road map that anyone can follow.In this book, you will learn:

How to grow your money the smart and easy way
The best place to open up a brokerage account
How to buy your first stock
How to generate passive income in the stock market
How to spot a stock that is about to explode higher
How to trade momentum stocks
Insider tricks used by professional traders
The one thing you should never do when buying value stocks (don't start investing until you read this)
How to pick stocks like Warren Buffett
How to create a secure financial future for you and your family
And much, much more
Even if you know nothing about the stock market, this book will get you started investing and trading the right way.Join the thousands of smart traders and investors who have profited from this ultimate guide to the stock market.Amazon best-selling author and retired hedge fund manager, Matthew Kratter will teach you the secrets that he has used to trade and invest profitably for the last 20 years.Even if you are a complete beginner, this book will have you trading stocks in no time.Are you ready to get started creating real wealth in the stock market?Then scroll up and click BUY NOW to get started today.","https://images-na.ssl-images-amazon.com/images/I/51RP8pkEWeL._SX331_BO1,204,203,200_.jpg"
133,Evicted: Poverty and Profit in the American City,Matthew Desmond,553447459,978-0553447453,Economics,"WINNER OF THE 2017 PULITZER PRIZE FOR GENERAL NONFICTION In Evicted , Harvard sociologist and MacArthur """"Genius"""" Matthew Desmond follows eight families in Milwaukee as they struggle to keep a roof over their heads. Hailed as """"wrenching and revelatory"""" ( The Nation ), """"vivid and unsettling"""" ( New York Review of Books ), Evicted transforms our understanding of poverty and economic exploitation while providing fresh ideas for solving one of 21st-century America's most devastating problems. Its unforgettable scenes of hope and loss remind us of the centrality of home, without which nothing else is possible. NEW YORK TIMES BESTSELLER - WINNER OF THE NATIONAL BOOK CRITICS CIRCLE AWARD FOR NONFICTION - WINNER OF THE PEN/JOHN KENNETH GALBRAITH AWARD FOR NONFICTION - WINNER OF THE ANDREW CARNEGIE MEDAL FOR EXCELLENCE IN NONFICTION - FINALIST FOR THE LOS ANGELES TIMES BOOK PRIZE - WINNER OF THE 2017 HILLMAN PRIZE FOR BOOK JOURNALISM - WINNER OF THE CHICAGO TRIBUNE HEARTLAND PRIZE NAMED ONE OF THE BEST BOOKS OF THE YEAR by The New York Times Book Review - The Boston Globe - The Washington Post - NPR - Entertainment Weekly - The New Yorker - Bloomberg - Esquire - Buzzfeed - Fortune - San Francisco Chronicle - Milwaukee Journal Sentinel - St. Louis Post-Dispatch - Politico - The Week - Bookpage - Kirkus Reviews - Amazon - Barnes and Noble Review - Apple - Library Journal - Chicago Public Library - Publishers Weekly - Booklist - Shelf Awareness","https://images-na.ssl-images-amazon.com/images/I/41e6mYmQfYL._SX315_BO1,204,203,200_.jpg"
134,The Lifestyle Investor: The 10 Commandments of Cash Flow Investing for Passive Income and Financial Freedom,"Justin Donald, Ryan Levesque (Foreword by), Mike Koenigs (Foreword by)",1636800122,978-1636800127,Economics,"Create the Freedom & Lifestyle You've Always Dreamed About without a Job or Business

Let's face it. You want more-more money and freedom, less work, and a higher quality of life.

What if there were a simple, proven system to get you off the hamster wheel, create cash flow, and generate real wealth with little risk or complexity?

The Lifestyle Investor is your ticket to:

End trading time for money so you have more of both
Create immediate cash flow while reducing your investment risk
Replace your job with passive cash flow streams that multiply your wealth so you can live life on your terms.
Join the super-achievers experiencing wealth and freedom today!

Entrepreneur Magazine calls Justin Donald the ""Warren Buffett of Lifestyle Investing."" He's a master of low-risk cash flow investing, specializing in simplifying complex financial strategies, structuring deals, and disciplined investment systems that consistently produce profitable results. His ethos is to ""create wealth without creating a job.""

In the span of 21 months, and before his 40th birthday, Justin's investments drove enough passive income for both he and his wife Jennifer to leave their jobs. Following his simple investment system and 10 Commandments of Lifestyle Investing©, Justin negotiated deals with over 100 companies, multiplied his net worth to over eight figures, and maintained a family-centric lifestyle in less than two years. Just two years later, he doubled his net worth again.

He now consults and advises entrepreneurs and executives on lifestyle investing. Justin hosts the podcast The Lifestyle Investor® featuring his lessons and proven investment system that consistently produces repeatable returns.","https://images-na.ssl-images-amazon.com/images/I/411-RaPsVZL._SX322_BO1,204,203,200_.jpg"
135,Naked Economics: Undressing the Dismal Science,"Charles Wheelan, Burton G. Malkiel (Foreword by)",393356493,978-0393356496,Economics,"""Clear, concise, informative, [and] witty."" —Chicago Tribune
At last! A new edition of the economics book that won’t put you to sleep. In fact, you won’t be able to put this bestseller down. In our challenging economic climate, this perennial favorite of students and general readers is more than a good read, it’s a necessary investment—with a blessedly sure rate of return. This revised and updated edition includes commentary on hot topics such as automation, trade, income inequality, and America’s rising debt. Ten years after the financial crisis, Naked Economics examines how policymakers managed the worst economic crisis since the Great Depression.

Demystifying buzzwords, laying bare the truths behind oft-quoted numbers, and answering the questions you were always too embarrassed to ask, the breezy Naked Economics gives you the tools to engage with pleasure and confidence in the deeply relevant, not so dismal science.","https://images-na.ssl-images-amazon.com/images/I/41XQP7KAgoL._SX331_BO1,204,203,200_.jpg"
136,The Millionaire Real Estate Agent: It's Not About the Money It's About Being the Best You Can Be,"Gary Keller, Dave Jenks, Jay Papasan",71444041,978-0071444040,Economics,"Take your real estate career to the highest level!

""Whether you are just getting started or a veteran in the business, ""The Millionaire Real Estate Agent"" is the step-by-step handbook for seeking excellence in your profession and in your life.""
--Mark Victor Hansen, cocreator, #1"" New York Times"" bestselling series ""Chicken Soup for the Soul""

""This book presents a new paradigm for real estate and should be required reading for real estate professionals everywhere.""
--Robert T. Kiyosaki, ""New York Times"" bestselling author of ""Rich Dad, Poor Dad""

""The Millionaire Real Estate Agent ""explains: Three concepts that drive production Economic, organizational, and lead generation models that are the foundations of any high-achiever's business How to ""Earn a Million,"" ""Net a Million,"" and ""Receive a Million"" in annual income","https://images-na.ssl-images-amazon.com/images/I/51WtrF613xL._SX376_BO1,204,203,200_.jpg"
137,The Price of Tomorrow: Why Deflation is the Key to an Abundant Future,Jeff Booth,1999257405,978-1999257408,Economics,"""Your world view will transform instantly"" - SALIM ISMAIL, Bestselling Author of Exponential Organizations

We live in an extraordinary time. Technological advances are happening at a rate faster than our ability to understand them, and in a world that moves faster than we can imagine, we cannot afford to stand still. These advances bring efficiency and abundance—and they are profoundly deflationary.

Our economic systems were built for a pre-technology era when labour and capital were inextricably linked, an era that counted on growth and inflation, an era where we made money from inefficiency. That era is over, but we keep on pretending that those economic systems still work.

The only thing driving growth in the world today is easy credit, which is being created at a pace that is hard to comprehend—and with it, debt that we will never be able to pay back. As we try to artificially drive an economic system built for the past, we are creating more than just economic trouble.

On our current path, our world will become profoundly more polarized and unsafe. We need to build a new framework for our local and global economies, and soon; we need to accept deflation and embrace the abundance it can bring. Otherwise, the same technology that has the power to bring abundance to us and our world will instead destroy it.

In this extraordinary contrarian book, Jeff Booth, a leading mind and CEO in e-commerce and technology for 20 years, details the technological and economic realities shaping our present and our future, and the choices we face as we go forward—a potentially alarming, but deeply hopeful situation.","https://images-na.ssl-images-amazon.com/images/I/41C7TkN5KeL._SX331_BO1,204,203,200_.jpg"
138,Manufacturing Consent: The Political Economy of the Mass Media,"Edward S. Herman, Noam Chomsky",375714499,978-0375714498,Economics,"In this pathbreaking work, now with a new introduction, Edward S. Herman and Noam Chomsky show that, contrary to the usual image of the news media as cantankerous, obstinate, and ubiquitous in their search for truth and defense of justice, in their actual practice they defend the economic, social, and political agendas of the privileged groups that dominate domestic society, the state, and the global order.
Based on a series of case studies--including the media's dichotomous treatment of ""worthy"" versus ""unworthy"" victims, ""legitimizing"" and ""meaningless"" Third World elections, and devastating critiques of media coverage of the U.S. wars against Indochina--Herman and Chomsky draw on decades of criticism and research to propose a Propaganda Model to explain the media's behavior and performance. Their new introduction updates the Propaganda Model and the earlier case studies, and it discusses several other applications. These include the manner in which the media covered the passage of the North American Free Trade Agreement and subsequent Mexican financial meltdown of 1994-1995, the media's handling of the protests against the World Trade Organization, World Bank, and International Monetary Fund in 1999 and 2000, and the media's treatment of the chemical industry and its regulation. What emerges from this work is a powerful assessment of how propagandistic the U.S. mass media are, how they systematically fail to live up to their self-image as providers of the kind of information that people need to make sense of the world, and how we can understand their function in a radically new way.","https://images-na.ssl-images-amazon.com/images/I/514vU-m6ulL._SX329_BO1,204,203,200_.jpg"
