id,Book_title,Author,ISBN-10,ISBN-13,Category,Description,Cover_link
447,"Statistics, 3E (Idiot's Guides)","Robert A. Donnelly Jr. Ph.D., Fatma Abdel-Raouf Ph.D.",1465451668,978-1465451668,Statistics,"Statistics is a class that is required in many college majors, and it’s an increasingly popular Advanced Placement (AP) high school course. In addition to math and technical students, many business and liberal arts students are required to take it as a fundamental component of their majors. A knowledge of statistical interpretation is vital for many careers. 
Idiot’s Guides®: Statistics explains the fundamental tenets in language anyone can understand. 

Content includes:
- Calculating descriptive statistics.
- Measures of central tendency: mean, median, and mode.
- Probability.
- Variance analysis.
- Inferential statistics.
- Hypothesis testing.
- Organizing data into statistical charts and tables.","https://images-na.ssl-images-amazon.com/images/I/512Dpu2SuzL._SX416_BO1,204,203,200_.jpg"
448,Advanced and Multivariate Statistical Methods: Practical Application and Interpretation 6th Edition,"Craig A. Mertler, Rachel A. Vannatta",1138289736,978-1138289734,Statistics,"Ideal for non-math majors, Advanced and Multivariate Statistical Methods teaches students to interpret, present, and write up results for each statistical technique without overemphasizing advanced math. This highly applied approach covers the why, what, when and how of advanced and multivariate statistics in a way that is neither too technical nor too mathematical. Students also learn how to compute each technique using SPSS software. New to the Sixth Edition Instructor ancillaries are now available with the sixth edition. All SPSS directions and screenshots have been updated to Version 23 of the software. Student learning objectives have been added as a means for students to target their learning and for instructors to focus their instruction. Key words are reviewed and reinforced in the end of chapter material to ensure that students understand the vocabulary of advanced and multivariate statistics.","https://images-na.ssl-images-amazon.com/images/I/514+G3mxbVL._SX385_BO1,204,203,200_.jpg"
449,Statistics and Data Analysis: From Elementary to Intermediate 1st Edition,"Ajit Tamhane, Dorothy Dunlop",137444265,978-0137444267,Statistics,"This text was written for Junior/Senior or graduate level students with a background in calculus who are required to take one course in statistics. The goal of the text is to introduce future engineers, scientists, economists, applied mathematicians, computer scientists, high school math teachers, experimental psychologists, and others to the concepts and methods of modern statistics and its applications to a wide variety of fields. The text emphasizes computer assisted data analyses as well as the mathematical bases of the underlying statistical methods. Introducing the concepts and methods of modern statistics with an emphasis on computer assisted data analysis, the book focuses on interpretation of results rather than their computation. Review of probability, collecting data, summarizing and exploring data, sampling distributions of statistics, basic concepts of inference, linear regression and correlation, analysis of single factor and multifactor Experiments.","https://images-na.ssl-images-amazon.com/images/I/5140yeP+YzL._SX352_BO1,204,203,200_.jpg"
450,Calculus and Statistics (Dover Books on Mathematics) Illustrated Edition,Michael C. Gemignani,486449939,978-0486449937,Statistics,"Self-contained and suitable for undergraduate students, this text offers a working knowledge of calculus and statistics. It assumes only a familiarity with basic analytic geometry, presenting a coordinated study that develops the interrelationships between calculus, probability, and statistics.
Starting with the basic concepts of function and probability, the text addresses some specific probabilities and proceeds to surveys of random variables and graphs, the derivative, applications of the derivative, sequences and series, and integration. Additional topics include the integral and continuous variates, some basic discrete distributions, as well as other important distributions, hypothesis testing, functions of several variables, and regression and correlation. The text concludes with an appendix, answers to selected exercises, a general index, and an index of symbols.","https://images-na.ssl-images-amazon.com/images/I/41tle42tAPL._SX310_BO1,204,203,200_.jpg"
451,Head First JavaScript Programming: A Brain-Friendly Guide 1st Edition,"Eric Freeman, Elisabeth Robson",144934013X,978-1449340131,Computer Science,"What will you learn from this book?

This brain-friendly guide teaches you everything from JavaScript language fundamentals to advanced topics, including objects, functions, and the browser’s document object model. You won’t just be reading—you’ll be playing games, solving puzzles, pondering mysteries, and interacting with JavaScript in ways you never imagined. And you’ll write real code, lots of it, so you can start building your own web applications. Prepare to open your mind as you learn (and nail) key topics including:

The inner details of JavaScript
How JavaScript works with the browser
The secrets of JavaScript types
Using arrays
The power of functions
How to work with objects
Making use of prototypes
Understanding closures
Writing and testing applications
What’s so special about this book?

We think your time is too valuable to waste struggling with new concepts. Using the latest research in cognitive science and learning theory to craft a multi-sensory learning experience, Head First JavaScript Programming uses a visually rich format designed for the way your brain works, not a text-heavy approach that puts you to sleep. This book replaces Head First JavaScript, which is now out of print.","https://images-na.ssl-images-amazon.com/images/I/51kTKuJSlqS._SX258_BO1,204,203,200_.jpg"
452,lements of Programming Interviews in Java: The Insiders' Guide 2nd Edition,"Tsung-Hsien Lee, Amit Prakash, Adnan Aziz",1517671272,978-1517671273,Computer Science,"This is a larger-format version of Elements of Programming Interviews in Java. Specifically, the font size is larger, and the page size is 7""x10"" (the regular format uses 6""x9""). The content is identical. This is the Java version of our book. See our website for links to the C++ version.Have you ever... Wanted to work at an exciting futuristic company ? Struggled with an interview problem thatcould have been solved in 15 minutes? Wished you could study real-world computing problems ? If so, you need to read Elements of Programming Interviews (EPI). EPI is your comprehensive guide to interviewing for software development roles. The core of EPI is a collection of over 250 problems with detailed solutions. The problems are representative of interview questions asked at leading software companies. The problems are illustrated with 200 figures, 300 tested programs, and 150 additional variants. The book begins with a summary of the nontechnical aspects of interviewing, such as strategies for a great interview, common mistakes, perspectives from the other side of the table, tips on negotiating the best offer, and a guide to the best ways to use EPI. We also provide a summary of data structures, algorithms, and problem solving patterns. Coding problems are presented through a series of chapters on basic and advanced data structures, searching, sorting, algorithm design principles, and concurrency. Each chapter stars with a brief introduction, a case study, top tips, and a review of the most important library methods. This is followed by a broad and thought-provoking set of problems. A practical, fun approach to computer science fundamentals, as seen through the lens of common programming interview questions. Jeff Atwood/Co-founder, Stack Overflow and Discourse","https://images-na.ssl-images-amazon.com/images/I/51cUz8hC8iL._SX348_BO1,204,203,200_.jpg"
453,Java Coding Problems: Improve your Java Programming skills by solving real-world coding challenges,Anghel Leonard,1789801419,978-1789801415,Computer Science,"Develop your coding skills by exploring Java concepts and techniques such as Strings, Objects and Types, Data Structures and Algorithms, Concurrency, and Functional programming
Solve Java programming challenges and get interview-ready by using the power of modern Java 11
Test your Java skills using language features, algorithms, data structures, and design patterns
Explore areas such as web development, mobile development, and GUI programming
The super-fast evolution of the JDK between versions 8 and 12 has increased the learning curve of modern Java, therefore has increased the time needed for placing developers in the Plateau of Productivity. Its new features and concepts can be adopted to solve a variety of modern-day problems. This book enables you to adopt an objective approach to common problems by explaining the correct practices and decisions with respect to complexity, performance, readability, and more.

Java Coding Problems will help you complete your daily tasks and meet deadlines. You can count on the 300+ applications containing 1,000+ examples in this book to cover the common and fundamental areas of interest: strings, numbers, arrays, collections, data structures, date and time, immutability, type inference, Optional, Java I/O, Java Reflection, functional programming, concurrency and the HTTP Client API. Put your skills on steroids with problems that have been carefully crafted to highlight and cover the core knowledge that is accessed in daily work. In other words (no matter if your task is easy, medium or complex) having this knowledge under your tool belt is a must, not an option.

By the end of this book, you will have gained a strong understanding of Java concepts and have the confidence to develop and choose the right solutions to your problems.

Adopt the latest JDK 11 and JDK 12 features in your applications
Solve cutting-edge problems relating to collections and data structures
Get to grips with functional-style programming using lambdas
Perform asynchronous communication and parallel data processing
Solve strings and number problems using the latest Java APIs
Become familiar with different aspects of object immutability in Java
Implement the correct practices and clean code techniques
If you are a Java developer who wants to level-up by solving real-world problems, then this book is for you. Working knowledge of Java is required to get the most out of this book.","https://images-na.ssl-images-amazon.com/images/I/41iWT0SG+lL._SX404_BO1,204,203,200_.jpg"
454,"Design of Design, The: Essays from a Computer Scientist 1st Edition","Frederick Brooks Jr., John Fuller",201362988,978-0201362985,Computer Science,"Making Sense of Design Effective design is at the heart of everything from software development to engineering to architecture. But what do we really know about the design process? What leads to effective, elegant designs? ""The Design of Design ""addresses these questions. These new essays by Fred Brooks contain extraordinary insights for designers in every discipline. Brooks pinpoints constants inherent in all design projects and uncovers processes and patterns likely to lead to excellence. Drawing on conversations with dozens of exceptional designers, as well as his own experiences in several design domains, Brooks observes that bold design decisions lead to better outcomes. The author tracks the evolution of the design process, treats collaborative and distributed design, and illuminates what makes a truly great designer. He examines the nuts and bolts of design processes, including budget constraints of many kinds, aesthetics, design empiricism, and tools, and grounds this discussion in his own real-world examples-case studies ranging from home costruction to IBM's Operating System/360. Throughout, Brooks reveals keys to success that every designer, design project manager, and design researcher should know.","https://images-na.ssl-images-amazon.com/images/I/51uK7XtnD6L._SX332_BO1,204,203,200_.jpg"
455,Practical Data Science with R 2nd Edition,"Nina Zumel, John Mount",1617295876,978-1617295874,Computer Science,"Summary Practical Data Science with R, Second Edition takes a practice-oriented approach to explaining basic principles in the ever expanding field of data science. You'll jump right to real-world use cases as you apply the R programming language and statistical analysis techniques to carefully explained examples based in marketing, business intelligence, and decision support. Foreword by Jeremy Howard and Rachel Thomas Purchase of the print book includes a free eBook in PDF, Kindle, and ePub formats from Manning Publications. About the Technology Evidence-based decisions are crucial to success. Applying the right data analysis techniques to your carefully curated business data helps you make accurate predictions, identify trends, and spot trouble in advance. The R data analysis platform provides the tools you need to tackle day-to-day data analysis and machine learning tasks efficiently and effectively. About the Book Practical Data Science with R, Second Edition is a task-based tutorial that leads readers through dozens of useful, data analysis practices using the R language. By concentrating on the most important tasks you'll face on the job, this friendly guide is comfortable both for business analysts and data scientists. Because data is only useful if it can be understood, you'll also find fantastic tips for organizing and presenting data in tables, as well as snappy visualizations. What's inside Statistical analysis for business pros Effective data presentation The most useful R tools Interpreting complicated predictive models About the Reader You'll need to be comfortable with basic statistics and have an introductory knowledge of R or another high-level programming language. About the Author Nina Zumel and John Mount founded a San Francisco-based data science consulting firm. Both hold PhDs from Carnegie Mellon University and blog on statistics, probability, and computer science. Table of Contents PART 1 - INTRODUCTION TO DATA SCIENCE The data science process Starting with R and data Exploring data Managing data Data engineering and data shaping PART 2 - MODELING METHODS Choosing and evaluating models Linear and logistic regression Advanced data preparation Unsupervised methods Exploring advanced methods PART 3 - WORKING IN THE REAL WORLD Documentation and deployment Producing effective presentations","https://images-na.ssl-images-amazon.com/images/I/41edNnUkpUL._SX397_BO1,204,203,200_.jpg"
456,How to Prove It: A Structured Approach 3rd Edition,Daniel J. Velleman,1108439535,978-1108439534,Mathematics,"Proofs play a central role in advanced mathematics and theoretical computer science, yet many students struggle the first time they take a course in which proofs play a significant role. This bestselling text's third edition helps students transition from solving problems to proving theorems by teaching them the techniques needed to read and write proofs. Featuring over 150 new exercises and a new chapter on number theory, this new edition introduces students to the world of advanced mathematics through the mastery of proofs. The book begins with the basic concepts of logic and set theory to familiarize students with the language of mathematics and how it is interpreted. These concepts are used as the basis for an analysis of techniques that can be used to build up complex proofs step by step, using detailed 'scratch work' sections to expose the machinery of proofs about numbers, sets, relations, and functions. Assuming no background beyond standard high school mathematics, this book will be useful to anyone interested in logic and proofs: computer scientists, philosophers, linguists, and, of course, mathematicians.","https://images-na.ssl-images-amazon.com/images/I/416mkHGxgmL._SX331_BO1,204,203,200_.jpg"
457,"How to Prove It: A Structured Approach, 2nd Edition",Daniel J. Velleman,521675995,978-0521675994,Mathematics,"Geared to preparing students to make the transition from solving problems to proving theorems, this text teaches them the techniques needed to read and write proofs. The book begins with the basic concepts of logic and set theory, to familiarize students with the language of mathematics and how it is interpreted. These concepts are used as the basis for a step-by-step breakdown of the most important techniques used in constructing proofs. To help students construct their own proofs, this new edition contains over 200 new exercises, selected solutions, and an introduction to Proof Designer software. No background beyond standard high school mathematics is assumed.","https://images-na.ssl-images-amazon.com/images/I/417vp8AYizL._SX331_BO1,204,203,200_.jpg"
458,Infinite Powers: How Calculus Reveals the Secrets of the Universe,Steven Strogatz,358299284,978-0358299288,Mathematics,"From preeminent math personality and author of The Joy of x, a brilliant and endlessly appealing explanation of calculus--how it works and why it makes our lives immeasurably better. Without calculus, we wouldn't have cell phones, TV, GPS, or ultrasound. We wouldn't have unraveled DNA or discovered Neptune or figured out how to put 5,000 songs in your pocket. Though many of us were scared away from this essential, engrossing subject in high school and college, Steven Strogatz's brilliantly creative, downtoearth history shows that calculus is not about complexity; it's about simplicity. It harnesses an unreal number--infinity--to tackle realworld problems, breaking them down into easier ones and then reassembling the answers into solutions that feel miraculous. Infinite Powers recounts how calculus tantalized and thrilled its inventors, starting with its first glimmers in ancient Greece and bringing us right up to the discovery of gravitational waves (a phenomenon predicted by calculus). Strogatz reveals how this form of math rose to the challenges of each age: how to determine the area of a circle with only sand and a stick; how to explain why Mars goes ""backwards"" sometimes; how to make electricity with magnets; how to ensure your rocket doesn't miss the moon; how to turn the tide in the fight against AIDS. As Strogatz proves, calculus is truly the language of the universe. By unveiling the principles of that language, Infinite Powers makes us marvel at the world anew.","https://images-na.ssl-images-amazon.com/images/I/51cD76q6ioL._SX330_BO1,204,203,200_.jpg"
459,A Beginner's Guide to Mathematical Logic (Dover Books on Mathematics) Illustrated Edition,Raymond M. Smullyan,486492370,978-0486492377,Mathematics,"Written by a creative master of mathematical logic, this introductory text combines stories of great philosophers, quotations, and riddles with the fundamentals of mathematical logic. Author Raymond Smullyan offers clear, incremental presentations of difficult logic concepts. He highlights each subject with inventive explanations and unique problems.
Smullyan's accessible narrative provides memorable examples of concepts related to proofs, propositional logic and first-order logic, incompleteness theorems, and incompleteness proofs. Additional topics include undecidability, combinatoric logic, and recursion theory. Suitable for undergraduate and graduate courses, this book will also amuse and enlighten mathematically minded readers. ","https://images-na.ssl-images-amazon.com/images/I/510iDjcPryL._SX332_BO1,204,203,200_.jpg"
460,Mathematical Logic (Dover Books on Mathematics),Stephen Cole Kleene,486425339,978-0486425337,Mathematics,"Undergraduate students with no prior classroom instruction in mathematical logic will benefit from this evenhanded multipart text. It begins with an elementary but thorough overview of mathematical logic of first order. The treatment extends beyond a single method of formulating logic to offer instruction in a variety of techniques: model theory (truth tables), Hilbert-type proof theory, and proof theory handled through derived rules.
The second part supplements the previously discussed material and introduces some of the newer ideas and the more profound results of twentieth-century logical research. Subsequent chapters explore the study of formal number theory, with surveys of the famous incompleteness and undecidability results of Godel, Church, Turing, and others. The emphasis in the final chapter reverts to logic, with examinations of Godel's completeness theorem, Gentzen's theorem, Skolem's paradox and nonstandard models of arithmetic, and other theorems. The author, Stephen Cole Kleene, was Cyrus C. MacDuffee Professor of Mathematics at the University of Wisconsin, Madison. Preface. Bibliography. Theorem and Lemma Numbers: Pages. List of Postulates. Symbols and Notations. Index.","https://images-na.ssl-images-amazon.com/images/I/31Ez7FIE1lL._SX322_BO1,204,203,200_.jpg"
461,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,007141858X,978-0071418584,Business,"What is that magic quality makes some people instantly loved and respected? Everyone wants to be their friend (or, if single, their lover!) In business, they rise swiftly to the top of the corporate ladder. What is their ""Midas touch?""

What it boils down to is a more skillful way of dealing with people.

The author has spent her career teaching people how to communicate for success. In her book How to Talk to Anyone (Contemporary Books, October 2003) Lowndes offers 92 easy and effective sure-fire success techniques— she takes the reader from first meeting all the way up to sophisticated techniques used by the big winners in life. In this information-packed book you’ll find:

9 ways to make a dynamite first impression
14 ways to master small talk, ""big talk,"" and body language
14 ways to walk and talk like a VIP or celebrity
6 ways to sound like an insider in any crowd
7 ways to establish deep subliminal rapport with anyone
9 ways to feed someone's ego (and know when NOT to!)
11 ways to make your phone a powerful communications tool
15 ways to work a party like a politician works a room
7 ways to talk with tigers and not get eaten alive

In her trademark entertaining and straight-shooting style, Leil gives the techniques catchy names so you'll remember them when you really need them, including: ""Rubberneck the Room,"" ""Be a Copyclass,"" ""Come Hither Hands,"" “Bare Their Hot Button,” “The Great Scorecard in the Sky,"" and ""Play the Tombstone Game,” for big success in your social life, romance, and business.","https://images-na.ssl-images-amazon.com/images/I/51DDbWsGdVL._SX331_BO1,204,203,200_.jpg"
462,"The 1-Page Marketing Plan: Get New Customers, Make More Money, And Stand out From The Crowd",Allan Dib,1989025013,978-1989025017,Business,"To build a successful business, you need to stop doing random acts of marketing and start following a reliable plan for rapid business growth. Traditionally, creating a marketing plan has been a difficult and time-consuming process, which is why it often doesn’t get done.

In The 1-Page Marketing Plan, serial entrepreneur and rebellious marketer Allan Dib reveals a marketing implementation breakthrough that makes creating a marketing plan simple and fast. It’s literally a single page, divided up into nine squares. With it, you’ll be able to map out your own sophisticated marketing plan and go from zero to marketing hero.

Whether you’re just starting out or are an experienced entrepreneur, The 1-Page Marketing Plan is the easiest and fastest way to create a marketing plan that will propel your business growth.

In this groundbreaking new book you’ll discover:
• How to get new customers, clients or patients and how to make more profit from existing ones.
• Why “big business” style marketing could kill your business and strategies that actually work for small and medium-sized businesses.
• How to close sales without being pushy, needy, or obnoxious while turning the tables and having prospects begging you to take their money.
• A simple step-by-step process for creating your own personalized marketing plan that is literally one page. Simply follow along and fill in each of the nine squares that make up your own 1-Page Marketing Plan.","https://images-na.ssl-images-amazon.com/images/I/41laVEJ6IvL._SX331_BO1,204,203,200_.jpg"
463,Marketing Made Simple: A Step-by-Step StoryBrand Guide for Any Business,"Donald Miller, Dr. J.J. Peterson",1400217644,978-1400217649,Business,"This guide from New York Times bestselling author Donald Miller, is a must-have for any marketing professional or small business owner who wants grow their business. It will teach you how to create and implement a sales funnel that will increase traffic and drive sales. Every day, your company is losing sales simply because you do not have a clear path to attract new customers. You're not alone. Based on proven principles from Building a StoryBrand, this 5-part checklist is the ultimate resource for marketing professionals and business owners as they cultivate a sales funnel that flows across key customer touchpoints to effectively develop, strengthen, and communicate their brand's story to the marketplace. In this book, you will learn: The three stages of customer relationships. How to create and implement the one marketing plan you will never regret. How to develop a sales funnel that attracts the right customers to your business. The power of email and how to create campaigns that result in customer traffic and a growth in brand awareness. The keys to wireframing a website that commands attention and generates conversions. The inability to attract and convert new customers is costing business owners valuable opportunities to grow their brand. This prevents companies, both big and small, from making the sales that are crucial to their survival. With Marketing Made Simple, you will learn everything you need to know to take your business to the next level.","https://images-na.ssl-images-amazon.com/images/I/41GHG4M0u-L._SX330_BO1,204,203,200_.jpg"
464,Digital Marketing All-in-One For Dummies 1st Edition,Stephanie Diamond,1119560233,978-1119560234,Business,"Unlock the value in online marketing A well-executed digital marketing plan is a proven component of success in business, and Digital Marketing All-In-One For Dummies covers everything you need to build and implement a winning plan. Whether you're a novice in the online space or an expert marketer looking to improve your digital ROI, this book has easy-to-absorb tips and insights that will turn online prospects into loyal customers. This book compresses the essential information on 8 topics, so you have all the information you need and none of what you don't. You'll learn social media marketing, marketing to millennials, account-based marketing, influencer marketing, content marketing strategies, and more Use targeted, measurable marketing strategies to promote brands and products Increase brand awareness, customer acquisitions, and audience engagement Measure what your online traffic is worth and improve ROI on digital marketing Develop a solid digital marketing plan and put it to work for your brand From SEO and SEM to brand awareness and why you need it, Digital Marketing All-In-One For Dummies will help you level up your digital marketing game and avoid the common mistakes that might be holding your business back.","https://images-na.ssl-images-amazon.com/images/I/51swLMANgWL._SX397_BO1,204,203,200_.jpg"
465,Starting an Online Business All-in-One For Dummies,"Shannon Belew, Joel Elad",1119648467,978-1119648468,Business,"The tools you need to follow your dream of starting and running an online business! With the right knowledge and resources, you can take action to start the online business you've been dreaming of. This comprehensive guide provides tips and tricks for turning your dream into a reality. The sixth edition of Starting an Online Business: All-in-One For Dummies will teach you the basics and beyond. It will prepare you to set up your business website, offer your products in an online store, and keep accurate books. The authors help you navigate the primary legal, accounting, and security challenges related to running an online business. Fund your business for success and future growth Use SEO strategically to drive traffic to a well-designed site Market your business effectively as an entrepreneur Stand out, build customer relationships, and sell on social media Keep up with ecommerce trends to stay a step ahead With some guidance, you can find your market niche, create a business plan, and decide on a revenue model. Then, it's time to set up shop! Starting an Online Business can help bring your dream of an online business to life and guide you on the road to success.","https://images-na.ssl-images-amazon.com/images/I/51cXCmcbtKL._SX390_BO1,204,203,200_.jpg"
466,Cloud Computing: A Hands-On Approach 1st Edition,"Arshdeep Bahga, Vijay Madisetti",1494435144,978-1494435141,Networking & Cloud Computing,"About the Book Recent industry surveys expect the cloud computing services market to be in excess of $20 billion and cloud computing jobs to be in excess of 10 million worldwide in 2014 alone. In addition, since a majority of existing information technology (IT) jobs is focused on maintaining legacy in-house systems, the demand for these kinds of jobs is likely to drop rapidly if cloud computing continues to take hold of the industry. However, there are very few educational options available in the area of cloud computing beyond vendor-specific training by cloud providers themselves. Cloud computing courses have not found their way (yet) into mainstream college curricula. This book is written as a textbook on cloud computing for educational programs at colleges. It can also be used by cloud service providers who may be interested in offering a broader perspective of cloud computing to accompany their own customer and employee training programs. The typical reader is expected to have completed a couple of courses in programming using traditional high-level languages at the college-level, and is either a senior or a beginning graduate student in one of the science, technology, engineering or mathematics (STEM) fields. We have tried to write a comprehensive book that transfers knowledge through an immersive ""hands-on approach"", where the reader is provided the necessary guidance and knowledge to develop working code for real-world cloud applications. Additional support is available at the book's website: www.cloudcomputingbook.info Organization The book is organized into three main parts. Part I covers technologies that form the foundations of cloud computing. These include topics such as virtualization, load balancing, scalability & elasticity, deployment, and replication. Part II introduces the reader to the design & programming aspects of cloud computing. Case studies on design and implementation of several cloud applications in the areas such as image processing, live streaming and social networks analytics are provided. Part III introduces the reader to specialized aspects of cloud computing including cloud application benchmarking, cloud security, multimedia applications and big data analytics. Case studies in areas such as IT, healthcare, transportation, networking and education are provided.","https://images-na.ssl-images-amazon.com/images/I/51ZQfezrPJL._SX348_BO1,204,203,200_.jpg"
467,Cloud Computing: A Comprehensive Guide to Cloud Computing,Austin Young,1086039505,978-1086039504,Networking & Cloud Computing,"The cloud can be regarded as services and software residing and operating on the Internet rather than on a local computer or on-premise network of servers. Cloud adoption is a strategy utilized by companies to enhance the scalability of Internet-based data base capabilities while minimizing risk and cost. To accomplish this, businesses implement cloud computing or utilize remote servers hosted on the internet to store, manage, and process data. Without a centralized strategy for cloud adoption, companies are subject to ""cloud sprawl"", leading to issues with security, compliance and increased costs. CIOs should focus on creating and executing a centralized cloud strategy and utilize it as the foundation for managing the use of cloud services across the business. A poorly implemented cloud strategy can increase cost and reduce agility, thus should involve IT operations and security team during the planning phase. What You'll Learn Leverage cloud computing practices to successfully build a cost-effective cloud environment. Select the most ideal cloud service model, and execute suitable cloud design strategies for your company. Manage changes in the cloud transition and digital transformation process. Implement cloud computing solutions efficiently and effectively. Use case patterns for cloud models and types. Best practices for adopting cloud computing.","https://images-na.ssl-images-amazon.com/images/I/41dwrChcxHL._SX322_BO1,204,203,200_.jpg"
468,"Practical Deep Learning for Cloud, Mobile, and Edge: Real-World AI & Computer-Vision Projects Using Python, Keras & TensorFlow 1st Edition","Anirudh Koul, Siddha Ganju, Meher Kasam",149203486X,978-1492034865,Networking & Cloud Computing,"Whether you're a software engineer aspiring to enter the world of deep learning, a veteran data scientist, or a hobbyist with a simple dream of making the next viral AI app, you might have wondered where to begin. This step-by-step guide teaches you how to build practical deep learning applications for the cloud, mobile, browsers, and edge devices using a hands-on approach. Relying on years of industry experience transforming deep learning research into award-winning applications, Anirudh Koul, Siddha Ganju, and Meher Kasam guide you through the process of converting an idea into something that people in the real world can use. Train, tune, and deploy computer vision models with Keras, TensorFlow, Core ML, and TensorFlow Lite Develop AI for a range of devices including Raspberry Pi, Jetson Nano, and Google Coral Explore fun projects, from Silicon Valley's Not Hotdog app to 40+ industry case studies Simulate an autonomous car in a video game environment and build a miniature version with reinforcement learning Use transfer learning to train models in minutes Discover 50+ practical tips for maximizing model accuracy and speed, debugging, and scaling to millions of users","https://images-na.ssl-images-amazon.com/images/I/51gxoG9PDWS._SX379_BO1,204,203,200_.jpg"
469,CSA Guide to Cloud Computing: Implementing Cloud Privacy and Security 1st Edition,"Raj Samani, Jim Reavis, Brian Honan",124201253,978-0124201255,Networking & Cloud Computing,"""CSA Guide to Cloud Computing"" brings you the most current and comprehensive understanding of cloud security issues and deployment techniques from industry thought leaders at the Cloud Security Alliance (CSA). For many years the CSA has been at the forefront of research and analysis into the most pressing security and privacy related issues associated with cloud computing. ""CSA Guide to Cloud Computing"" provides you with a one-stop source for industry-leading content, as well as a roadmap into the future considerations that the cloud presents. The authors of ""CSA Guide to Cloud Computing"" provide a wealth of industry expertise you won't find anywhere else. Author Raj Samani is the Chief Technical Officer for McAfee EMEA; author Jim Reavis is the Executive Director of CSA; and author Brian Honan is recognized as an industry leader in the ISO27001 standard. They will walk you through everything you need to understand to implement a secure cloud computing structure for your enterprise or organization. Your one-stop source for comprehensive understanding of cloud security from the foremost thought leaders in the industryInsight into the most current research on cloud privacy and security, compiling information from CSA's global membershipAnalysis of future security and privacy issues that will impact any enterprise that uses cloud computing","https://images-na.ssl-images-amazon.com/images/I/416qPyGRXtL._SX399_BO1,204,203,200_.jpg"
470,What is Cloud Computing: All about cloud technology - Learn about Linux & other CMS Tools,James Bolton,167669482X,978-1676694823,Networking & Cloud Computing,"Cloud computing is a technology that uses the internet and central remote servers to maintain data and applications. Cloud computing allows consumers and businesses to use applications without installation and access their personal files at any computer with internet access. This technology allows for much more efficient computing by centralizing storage, memory, processing, and bandwidth. Cloud computing consists of shared computing resources that are virtualized and accessed as a service, through an API. The cloud enables users in an organization to run applications by deploying them to the cloud, a virtual datacenter.","https://images-na.ssl-images-amazon.com/images/I/41MwWD5gmOL._SX384_BO1,204,203,200_.jpg"
471,"Socialism: An Economic and Sociological Analysis [New Edition, Enlarged with an Epilogue]",Ludwig Von Mises ,1614272999,978-1614272991,Economics,"2012 Reprint of 1962 Edition. Exact facsimile of the original edition, not reproduced with Optical Recognition Software. This masterwork is much more than a refutation of the economics of socialism (although on that front, nothing else compares). It is also a critique of the entire intellectual apparatus that accompanies the socialist idea, including the implicit religious doctrines behind Western socialist thinking, a cultural critique of socialist teaching on sex and marriage, a refutation of syndicalism and corporatism, an examination of the implications of radical human inequality, an attack on war socialism, and refutation of collectivist methodology. In short, Mises set out to refute socialism, and instead pulled up the socialist mentality from its very roots. For that reason, Socialism led dozens of famous intellectuals, including a young F.A. Hayek, into a crisis of faith and a realist/libertarian political orientation. All the collectivist literature combined cannot equal the intellectual achievement of this one volume.","https://images-na.ssl-images-amazon.com/images/I/41P7SyGw7IL._SX331_BO1,204,203,200_.jpg"
472,The Wealth of Nations,"Adam Smith, Edwin Cannan (Editor)",486833895,978-0486833897,Economics,"The Wealth of Nations is considered the seminal work on political economy. Its author, Adam Smith, formulated the basic but groundbreaking concept that the natural human inclination toward self-interest results in prosperity. His passionate arguments in favor of free trade, rather than stringent government regulations, posit that individuals are entitled to set and regulate prices for their own goods and services. 
Smith's masterpiece of economic analysis was regarded as revolutionary upon its initial publication, and it continues to exert an active influence on modern politicians and economists. Rich in historical background and acute observations of the eighteenth-century, the book is also an insightful work of political philosophy. Witty and highly readable, it abounds in prescient theories that form the basis of today's capitalist system.","https://images-na.ssl-images-amazon.com/images/I/51qqjw6LsYL._SX322_BO1,204,203,200_.jpg"
473,Global Political Economy 8th Edition,Theodore H Cohn,367512505,978-0367512507,Economics,"Praised for its authoritative coverage, Global Political Economy places the study of IPE in broad theoretical context and has been updated to cover the rise of populism, Brexit, the USMCA, US-China trade wars, tariffs, refugees and global migration, the Keynesian-monetarist debate, Fordism, automation, the ""gig"" economy, global value chains, climate change, cryptocurrencies, and the residual effects of global economic crises and regional relationships and impacts. Written by leading IPE scholar Theodore Cohn, now joined by his prolific colleague Andy Hira, this book equally emphasizes theory and practice to provide a framework for analyzing current events and long-term developments in the global economy. This text is suitable for both introductory and advanced IPE courses.

New to the Eighth Edition
Expands upon the growing US-China competition in many areas of the global political economy.
Discusses the problems Brexit is posing for Britain and the European Union (EU).
Explores the growth of populism.
Focuses more on environmental degradation/climate change along with the increase in global migration.
Incorporates a new theme of South-South global economic relations.
Highlights the relationship among economics, geopolitics, and security issues.
Emphasizes the importance of global value chains.
Looks at the potential for future global financial crises.
Updates and expands the number of tables, figures, and graphics throughout.
Provides an updated Test Bank and new PowerPoint slides in an Instructor's e-Resource.","https://images-na.ssl-images-amazon.com/images/I/41QOkLXJdIL._SX331_BO1,204,203,200_.jpg"
